"query_id","subject_id","identity","alignment_length","mismatches","gap_opens","q_start","q_end","s_start","s_end","evalue","bit_score","BLAST_asignation","sample_id","nReads","Lago","Domain_(MIDORI_asignation)","Phylum","Class","Order","Family","Genus","Species","000a","0sample_id","0nReads","0Lago","domain","kingdom","phylum","class","order","family","genus","species"
"bce371a4b4249d9dc30ea54cce8943f002a325a5","gi|1284804789|ref|NC_036340.1|","98,722",313,4,0,1,313,13229,13541,"1,07E-153","556","Rhodotorula mucilaginosa strain RIT389 mitochondrion, complete genome<>Rhodotorula mucilaginosa strain RIT389 mitochondrion, complete genome","21F108A",8,"Xiloá","Eukaryota_2759","Basidiomycota_5204","Microbotryomycetes_162481","Sporidiobolales_231213","Sporidiobolaceae_1799696","Rhodotorula_5533","Rhodotorula_mucilaginosa_5537","wat10m","21F108A",8,"Xiloá","Eukaryota","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"bce7451eff036a6a33146c31568e74514c2d1f25","gi|2709753236|gb|CP150239.1|","96,198",263,10,0,1,263,3211569,3211831,"5,6E-116","431","Solibacillus sp. FSL R5-0449 chromosome, complete genome","V037",3,"Xiloá","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat??m","23V037",3,"Xiloá","Bacteria","","Bacillota","Bacilli","Bacillales","Planococcaceae","Solibacillus","Solibacillus sp. FSL R5-0449"
"bcfb93f1b219c26ede4f2756eb6794858ea8daea","gi|288956182|gb|GQ501455.1|","97,468",316,8,0,1,316,6,321,"1,09E-148","540","Uncultured dinoflagellate voucher S2-73 cytochrome c oxidase subunit I (COI) gene, partial sequence; mitochondrial","V095",26,"Apoyo","Eukaryota_2759","Dinophyceae_2864","Dinophyceae_2864",NA,NA,NA,NA,"wat?m","23V095",26,"Apoyo","Eukaryota","","","Dinophyceae","","","","uncultured dinoflagellate"
"bcffe123a6f100aded0fda8a2906e514bfdc02bf","gi|551632791|ref|XM_005819204.1|","96,175",183,7,0,131,313,1,183,"1,99E-76","300","Guillardia theta CCMP2712 hypothetical protein (GUITHDRAFT_48929) mRNA, partial cds","21F105A",481,"Xiloá","Eukaryota_2759","Cryptophyceae_3027","Cryptophyceae_3027","Pyrenomonadales_589342","Geminigeraceae_589343","Guillardia_55528","Guillardia_theta_55529","wat10m","21F108B",563,"Xiloá","Eukaryota","","","Cryptophyceae","Pyrenomonadales","Geminigeraceae","Guillardia","Guillardia theta"
"bd1eeca6f16e996e4a6e7586d95b39be46a4d247","gi|2565365187|emb|OY637518.1|","96,078",51,2,0,168,218,11637,11687,"1,44E-11","84,2","Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite","V020",2,"Nicaragua","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat??m","23V020",2,"Nicaragua","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Severe acute respiratory syndrome-related coronavirus"
"bd21a5712e8c14eaf7896ea2f71f42ba01e8edeb","gi|309242838|emb|FN557039.1|","98,616",289,4,0,3,291,322,610,"2,35E-140","512","Nitzschia palea Brazil mitochondrial partial cox1 gene for cytochrome oxidase subunit 1, strain Brazil","21F107B",140,"Managua","Eukaryota_2759","Bacillariophyta_2836","Bacillariophyceae_33849","Bacillariales_33851","Bacillariaceae_33852","Nitzschia_2857","Nitzschia_palea_303400","wat5m","21F107B",140,"Managua","Eukaryota","","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia palea"
"bd68b6264b07687b203ecd5c7425411246f846b3","gi|46937285|emb|AJ639910.1|","99,361",313,2,0,1,313,285,597,"4,95E-157","568","Spatangus multispinus mitochondrial partial coi gene for cytochrome oxidase subunit I","21F108A",5,"Xiloá","Eukaryota_2759","Echinodermata_7586","Echinoidea_7625","Spatangoida_41317","Spatangidae_271708","Spatangus_72724",NA,"sponge","SA64-4FSA",82,"Apoyo","Eukaryota","Metazoa","Echinodermata","Echinoidea","Spatangoida","Spatangidae","Spatangus","Spatangus multispinus"
"bd6a1e8f6a592dc3f4c8923f31c2df6209672b1b","gi|288956776|gb|GQ502049.1|","100",113,0,0,185,297,209,321,"3,25E-49","209","Peridinium sp. ES18-117 cytochrome c oxidase subunit I (COI) gene, partial sequence; mitochondrial","21F114A",29,"Masaya","Eukaryota_2759","Dinophyceae_2864","Dinophyceae_2864",NA,NA,NA,NA,"wat10m","21F114B",7,"Masaya","Eukaryota","","","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Peridinium sp. ES18-117"
"bd6f74f48d31e39d0f75c7a0273b2335c1ab9cc3","gi|2456186825|gb|CP119245.1|","99,351",308,2,0,1,308,2634460,2634767,"2,92E-154","558","Acinetobacter bereziniae strain AB839 chromosome, complete genome","V037",5,"Xiloá","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat??m","23V037",5,"Xiloá","Bacteria","","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter bereziniae"
"bd771fb1c2a65804d4852f1c9ac458cc2f5d63fa","gi|1024847868|gb|KT870157.1|","100",29,0,0,227,255,577,605,"0,017","54,7","Limnias ceratophylli isolate N15 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","21F112B",6,"Managua","Eukaryota_2759","Chlorophyta_3041","Chlorophyceae_3166","Sphaeropleales_35491","Mychonastaceae_1656245","Mychonastes_91354","Mychonastes_homosphaera_31300","wat0m","21F112B",6,"Managua","Eukaryota","Metazoa","Rotifera","Eurotatoria","Flosculariaceae","Flosculariidae","Limnias","Limnias ceratophylli"
"bdd6f91a71ba5256416ffd6e42aae59b718d107d","gi|651208820|gb|KJ128447.1|","99,681",313,1,0,1,313,336,648,"1,06E-158","573","Eutrigla gurnardus voucher NRM:55280 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","Ni5",28,"Nicaragua","Eukaryota_2759","Chordata_7711","Actinopteri_186623","Perciformes_8111","Triglidae_27774","Eutrigla_426097","Eutrigla_gurnardus_426098","soil","21Ni5",28,"Nicaragua","Eukaryota","Metazoa","Chordata","Actinopteri","Perciformes","Triglidae","Eutrigla","Eutrigla gurnardus"
"be04a9d3958ab3a017b71e5412a7ab1e41a0324e","gi|2618799315|gb|CP137746.1|","100",151,0,0,50,200,1820394,1820244,"1,54E-70","279","Acinetobacter sp. 16 chromosome, complete genome","V095",81,"Apoyo","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat?m","23V095",81,"Apoyo","Bacteria","","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter sp. 16"
"be0ff28cd16d00e733799905eaaf25c234f792f7","gi|2069297967|gb|CP078523.1|","100",313,0,0,1,313,2639553,2639241,"2,29E-160","579","Acinetobacter sp. Colony158 chromosome","V095",17,"Apoyo","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat?m","23V095",17,"Apoyo","Bacteria","","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter sp. Colony158"
"be16267db0012742be58d8ff919f3cac817ba84e","gi|2021938515|gb|CP051247.1|","100",30,0,0,14,43,2797903,2797874,"0,005","56,5","Planctomycetaceae bacterium isolate ih15 chromosome","Ma2s",83,"Masaya","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"soil","21Ma2s",83,"Masaya","Bacteria","","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","","Planctomycetaceae bacterium"
"be2f4004744dd1b3efaaedf6fb1c08bb83a42088","gi|1761123910|gb|MK211337.1|","100",32,0,0,33,64,222,253,"0,000218","60,2","Tigriopus fulvus isolate TF45_Tipasa cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial<>Tigriopus fulvus isolate TF44_Tipasa cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","V095",7,"Apoyo","Eukaryota_2759","Arthropoda_6656",NA,NA,NA,NA,NA,"wat?m","23V095",7,"Apoyo","Eukaryota","Metazoa","Arthropoda","Hexanauplia","Harpacticoida","Harpacticidae","Tigriopus","Tigriopus fulvus"
"be33d1b96e7dc19f3945a42667e9d8d909bae425","gi|2621965487|emb|OY783228.1|","100",28,0,0,200,227,28764739,28764766,"0,059","52,8","Patella ulyssiponensis genome assembly, chromosome: 4","V073",5,"Xiloá","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat?m","23V073",5,"Xiloá","Eukaryota","Metazoa","Mollusca","Gastropoda","","Patellidae","Patella","Patella ulyssiponensis"
"be554e76c66992d1824a60d4e61cdc8421220112","gi|490342664|gb|KC617020.1|","98,722",313,4,0,1,313,345,657,"1,07E-153","556","Karualona penuelasi voucher ZMXII-593 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","Ma2s",1775,"Masaya","Eukaryota_2759","Arthropoda_6656","Branchiopoda_6658","Diplostraca_84337","Eurycercidae_202079","Karualona_1317715","Karualona_penuelasi_1317716","soil","21Ma2s",1775,"Masaya","Eukaryota","Metazoa","Arthropoda","Branchiopoda","Diplostraca","Eurycercidae","Karualona","Karualona penuelasi"
"be8fa7f7c6b7166f21bc3673382a626f68c19c87","gi|90264857|emb|AM049350.1|","100",33,0,0,227,259,572,604,"0,000102","62,1","Homalopoma sangarense partial mitochondrial COI gene for cytochrome oxidase subunit I, specimen voucher HSAN.OHT.1","21F107B",4,"Managua","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat5m","21F107B",4,"Managua","Eukaryota","Metazoa","Mollusca","Gastropoda","Trochida","Colloniidae","Homalopoma","Homalopoma sangarense"
"bea033106fd375801a8a66ad2ca8fe3a77aa245f","gi|401880111|gb|JX216623.1|","98,101",316,6,0,1,316,346,661,"5,04E-152","551","Keratella americana voucher ECOCHZ-AG0837 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Keratella americana voucher ECOCHZ-AG0838 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Keratella americana voucher BACAZ-073 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","Ni5",20,"Nicaragua","Eukaryota_2759","Rotifera_10190","Eurotatoria_2816136","Ploima_84394","Brachionidae_10193","Keratella_204737","Keratella_americana_885371","soil","21Ni5",20,"Nicaragua","Eukaryota","Metazoa","Rotifera","Eurotatoria","Ploima","Brachionidae","Keratella","Keratella americana"
"bea8116777d60293374eaf4a159ba11ce8fabcb2","gi|2280133921|gb|OP114783.1|","100",313,0,0,1,313,346,658,"2,29E-160","579","Melanoides tuberculata voucher JSU:FLMT08 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","Ni5",14,"Nicaragua","Eukaryota_2759","Mollusca_6447","Gastropoda_6448","order_Thiaridae_55727","Thiaridae_55727","Melanoides_55728","Melanoides_tuberculata_55729","soil","21Ni5",14,"Nicaragua","Eukaryota","Metazoa","Mollusca","Gastropoda","","Thiaridae","Melanoides","Melanoides tuberculata"
"bebd308ce30aaac390ad7866b7cb89a9773d442f","gi|2083529837|dbj|LC604817.1|","96,795",312,10,0,2,313,16848,16537,"3,91E-143","521","Medakamo hakoo NIES-4000 mitochondrial DNA, complete genome","V020",3,"Nicaragua","Eukaryota_2759","Chlorophyta_3041","Trebouxiophyceae_75966","order_Coccomyxaceae_35472","Coccomyxaceae_35472","Medakamo_3113648","Medakamo_hakoo_3113649","wat??m","23V020",3,"Nicaragua","Eukaryota","Viridiplantae","Chlorophyta","Trebouxiophyceae","","Coccomyxaceae","Medakamo","Medakamo hakoo"
"bec243654f029cd247806c96a6a87b8f281e49f3","gi|1530819886|gb|CP025618.2|","98,261",115,2,0,88,202,2748818,2748932,"4,01E-47","202","Acinetobacter schindleri strain SGAir0122 chromosome, complete genome","V037",82,"Xiloá","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat??m","23V037",82,"Xiloá","Bacteria","","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter schindleri"
"bee189247cb02df411a29d1adda415b094c43ea8","gi|1220479406|gb|CP020622.1|","100",28,0,0,22,49,18604632,18604659,"0,063","52,8","Oryzias latipes strain HSOK chromosome 2","21F108A",19,"Xiloá","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat1m","21F105A",48,"Xiloá","Eukaryota","Metazoa","Chordata","Actinopteri","Beloniformes","Adrianichthyidae","Oryzias","Oryzias latipes"
"bee19b7412995acc26085e47c1d88a3568114dc3","gi|229609238|gb|FJ439388.1|","100",313,0,0,1,313,325,637,"2,29E-160","579","Astyanax nasutus voucher A1480 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Astyanax nasutus voucher A175 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","Xi",4,"Xiloá","Eukaryota_2759","Chordata_7711","Actinopteri_186623","Characiformes_7991","Characidae_7992","Astyanax_7993","Astyanax_nasutus_643504","soil","21Xi",4,"Xiloá","Eukaryota","Metazoa","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax nasutus"
"bf0ade20c9e3b3fb2a780372b800992704a8ce84","gi|2111123787|gb|CP084576.1|","99,681",313,1,0,1,313,684264,684576,"1,06E-158","573","MAG: Candidatus Megaira endosymbiont of Mesostigma viride isolate MegNEIS296 chromosome, complete genome","21F114A",36,"Masaya","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat?m","23V073",216,"Xiloá","Bacteria","","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus Megaera","Candidatus Megaira endosymbiont of Mesostigma viride"
"bf1794a19a95e9af70c394dbf95639871f99c8a2","gi|2305949557|gb|OM236666.1|","98,077",312,6,0,2,313,11161,10850,"8,34E-150","544","Phoma sp. 1 OB-2014 mitochondrion, complete genome","V047",4,"Nicaragua","Eukaryota_2759","Ascomycota_4890","Dothideomycetes_147541","Pleosporales_92860","Pleosporaceae_28556",NA,NA,"wat?m","23V047",4,"Nicaragua","Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Phoma","Phoma sp. 1 OB-2014"
"bf26d13ca11838b860a223ac0551069ac4eb9d8f","gi|1407911431|gb|MF076743.1|","96,654",269,9,0,1,269,266,534,"6,7E-121","448","Darwinula stevensoni isolate DA_OXO cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","A2",3,"Apoyo","Eukaryota_2759","Arthropoda_6656","Ostracoda_6670","Podocopida_84318","Darwinulidae_69351","Darwinula_69354","Darwinula_stevensoni_69355","soil","21A2",3,"Apoyo","Eukaryota","Metazoa","Arthropoda","Ostracoda","Podocopida","Darwinulidae","Darwinula","Darwinula stevensoni"
"bf5d05dfde3325a33c6ffb77e68634defd8dcf9d","gi|288950328|gb|GQ501399.1|","96,519",316,11,0,1,316,315,630,"1,1E-143","523","Thoracosphaera heimii voucher CCMP 1071 cytochrome c oxidase subunit I (COI) gene, partial sequence; mitochondrial","V047",28,"Nicaragua","Eukaryota_2759","Dinophyceae_2864","Dinophyceae_2864",NA,NA,NA,NA,"wat?m","23V047",28,"Nicaragua","Eukaryota","","","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Thoracosphaera","Thoracosphaera heimii"
"bf634cf25da15ec7823d3e86f40110ea55b18d79","gi|1895829078|gb|CP060388.1|","100",28,0,0,78,105,1430957,1430984,"0,04","52,8","Sphingobium sp. KCTC 72723 chromosome, complete genome","V073",6,"Xiloá","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat?m","23V073",6,"Xiloá","Bacteria","","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium sp. KCTC 72723"
"bf69a15e4358958072880f8222668064ffb469b2","gi|2088077663|gb|MZ964198.1|","96,875",32,1,0,242,273,556,587,"0,017","54,7","Phyllidia sp. 9 AP-2021 voucher Phsp15Bu1 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","Xi",3,"Xiloá","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"soil","21Xi",3,"Xiloá","Eukaryota","Metazoa","Mollusca","Gastropoda","Nudibranchia","Phyllidiidae","Phyllidia","Phyllidia sp. 9 AP-2021"
"bf81fb1446b9b0c4cdb1eb60d262c1e8a0b27f7a","gi|1841734912|gb|MN681443.1|","100",30,0,0,31,60,359,388,"0,005","56,5","Eremaeidae sp. BOLD:ADT4055 voucher CHARS00090-G12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","21F112A",5,"Managua","Eukaryota_2759","Chlorophyta_3041","Chlorophyceae_3166","Sphaeropleales_35491","Scenedesmaceae_3086","Scenedesmus_3087","Scenedesmus_quadricauda_3089","wat0m","21F112A",5,"Managua","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Eremaeidae","","Eremaeidae sp. BOLD:ADT4055"
"bfbbff329523374faa32886553a6a12f796fc99f","gi|2165834294|emb|OV196000.1|","100",39,0,0,168,206,136,98,"3,02E-08","73,1","Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1","A2",3,"Apoyo","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"soil","21A2",3,"Apoyo","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Severe acute respiratory syndrome-related coronavirus"
"bfbec9e7afda31bd0c7311499c3d8b6cfc037407","gi|748014549|gb|KJ705623.1|","96,875",32,1,0,72,103,344,375,"0,017","54,7","Caenestheria rubra isolate P.91394 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial","21F105A",10,"Xiloá","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat1m","21F105A",10,"Xiloá","Eukaryota","Metazoa","Arthropoda","Branchiopoda","Diplostraca","Cyzicidae","Ozestheria","Ozestheria rubra"
"bfc61b569c976a2c5ee1a6e0d6854d23e2504280","gi|2565365187|emb|OY637518.1|","100",38,0,0,165,202,11634,11671,"0,000000103","71,3","Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite","V095",9,"Apoyo","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat?m","23V095",9,"Apoyo","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Severe acute respiratory syndrome-related coronavirus"
"bff0b8c4563202b1901edf629ad920b98481f0e3","gi|685048206|emb|LN596718.1|","100",33,0,0,1,33,51928,51896,"0,0000606","62,1","Cyprinus carpio genome assembly common carp genome ,scaffold 000028848","2F101A",10,"Asososca León","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat10m","2F101A",10,"Asososca León","Eukaryota","Metazoa","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Cyprinus","Cyprinus carpio"
"bffd3163231c6e1b0e819c284d0226c5849005f5","gi|224962304|emb|FP236842.1|","100",30,0,0,112,141,2020960,2020989,"0,004","56,5","Erwinia pyrifoliae strain Ep1/96 complete chromosome","21F108B",21,"Xiloá","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat1m","21F105A",127,"Xiloá","Bacteria","","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","Erwinia pyrifoliae"
"c01c139d69eec3a75268f01e213379cbffbdc98f","gi|323120399|gb|HQ986877.1|","96,875",32,1,0,197,228,514,545,"0,017","54,7","Morimotodes ismene voucher CNCCOLVG00001217 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","V047",84,"Nicaragua","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat??m","23V020",294,"Nicaragua","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Morimotodes","Morimotodes ismene"
"c01cb590d0ca998b982caed8aa44253b0d775f7a","gi|1169299647|gb|KU906797.1|","100",29,0,0,3,31,319,347,"0,01","54,7","Domene scabricollis voucher ZFMK-TIS-11442 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Domene scabricollis voucher ZFMK-TIS-11438 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","V073",2,"Xiloá","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat?m","23V073",2,"Xiloá","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","Domene","Domene scabricollis"
"c072a58d30a2a9d0365ac002a74738ac6701c473","gi|1368661113|gb|MG449018.1|","96,805",313,10,0,1,313,346,658,"1,09E-143","523","Cypridopsis vidua voucher BACAZ-053 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","Ma2s",143,"Masaya","Eukaryota_2759","Arthropoda_6656","Ostracoda_6670","Podocopida_84318","Cyprididae_43954","Cypridopsis_178841","Cypridopsis_vidua_230730","soil","21Ma2s",143,"Masaya","Eukaryota","Metazoa","Arthropoda","Ostracoda","Podocopida","Cyprididae","Cypridopsis","Cypridopsis vidua"
"c0750bbba2d470ef97ae29b51ffe9852ccdb72c3","gi|1479585059|gb|CP032286.1|","100",290,0,0,1,290,2605451,2605740,"1,28E-147","536","Acinetobacter sp. WCHA55 chromosome, complete genome","V019",18,"Asososca León","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat??m","23V089",16,"Apoyo","Bacteria","","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter sp. WCHA55"
"c0bea01bd43897a1bb4dc91013b22318d3b4895b","gi|15088703|ref|NC_003049.1|","100",311,0,0,3,313,17761,17451,"2,96E-159","575","Schizophyllum commune mitochondrion, complete genome<>Schizophyllum commune mitochondrial DNA, complete genome","21F109B",2,"Apoyo","Eukaryota_2759","Basidiomycota_5204","Agaricomycetes_155619","Agaricales_5338","Schizophyllaceae_5332","Schizophyllum_5333","Schizophyllum_commune_5334","wat10m","21F109B",2,"Apoyo","Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Schizophyllaceae","Schizophyllum","Schizophyllum commune"
"c0d8fbb44ea6a75b0d733002aa0530c22dfc9b10","gi|685042172|emb|LN590697.1|","97,5",40,1,0,161,200,288258,288297,"0,000000362","69,4","Cyprinus carpio genome assembly common carp genome, scaffold: LG15, chromosome: 15","Ni5",4,"Nicaragua","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"soil","21Ni5",4,"Nicaragua","Eukaryota","Metazoa","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Cyprinus","Cyprinus carpio"
"c0f0af0c03a468a8d37b837300a223acb19c0e3e","gi|685042774|emb|LN591299.1|","96,97",33,1,0,1,33,7726,7758,"0,003","56,5","Cyprinus carpio genome assembly common carp genome ,scaffold 000001323","V019",9,"Asososca León","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat?m","23V019",9,"Asososca León","Eukaryota","Metazoa","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Cyprinus","Cyprinus carpio"
"c0f6dada06bf6a5c5a30e9bd7ca81e056e30c759","gi|1557931203|gb|CP022987.1|","97,143",35,1,0,150,184,3098102,3098068,"0,000218","60,2","Pollutimonas thiosulfatoxidans strain YE3, complete genome","A2",6,"Apoyo","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"soil","21A2",6,"Apoyo","Bacteria","","Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Pollutimonas","Pollutimonas thiosulfatoxidans"
"c102b492d597c2c3ee9cba9a05decccca6dfe48b","gi|1811446314|gb|CP044463.1|","96,923",130,2,1,17,146,2786391,2786518,"1,43E-51","217","Acinetobacter schindleri strain HZE23-1 chromosome, complete genome","V047",10,"Nicaragua","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat?m","23V047",10,"Nicaragua","Bacteria","","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter schindleri"
"c14a1716e26f865fdd53d9bb015582fe78d6d3aa","gi|685042162|emb|LN590687.1|","97,297",37,1,0,1,37,10908013,10908049,"0,0000168","63,9","Cyprinus carpio genome assembly common carp genome, scaffold: LG13, chromosome: 13","V073",8,"Xiloá","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat?m","23V073",8,"Xiloá","Eukaryota","Metazoa","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Cyprinus","Cyprinus carpio"
"c164acd5303aa9e516bf0d432e90926eeab24327","gi|1551494934|gb|MH282625.1|","100",28,0,0,155,182,391,418,"0,036","52,8","Aglaophenia rhynchocarpa voucher STRI CJM8 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","Xi",6,"Xiloá","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"soil","21Xi",6,"Xiloá","Eukaryota","Metazoa","Cnidaria","Hydrozoa","Leptothecata","Aglaopheniidae","Aglaophenia","Aglaophenia rhynchocarpa"
"c188aab1aff6c192e7c44e7a60da3c40c049d16c","gi|2125225084|gb|CP084942.1|","100",313,0,0,1,313,27734,28046,"2,29E-160","579","Trichoderma atroviride strain P1 mitochondrion, complete genome","V020",34,"Nicaragua","Eukaryota_2759","Ascomycota_4890","Sordariomycetes_147550","Hypocreales_5125","Hypocreaceae_5129","Trichoderma_5543",NA,"wat??m","23V020",34,"Nicaragua","Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma atroviride"
"c195a26b4b8cf1f34cac4fbb71be5da0db754577","gi|2669811842|ref|XM_062828094.1|","96,97",33,0,1,1,33,526,495,"0,012","54,7","Neurospora tetraspora nucleophile aminohydrolase (B0H65DRAFT_506823), partial mRNA","V020",35,"Nicaragua","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat??m","23V020",35,"Nicaragua","Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora tetraspora"
"c1a5fddb130d0d45c26baec5c0fc300d1566481b","gi|2165837707|emb|OV197600.1|","100",39,0,0,1,39,82,120,"2,88E-08","73,1","Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1","Xi",7,"Xiloá","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"soil","21Xi",7,"Xiloá","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Severe acute respiratory syndrome-related coronavirus"
"c1b6cf0571394754250edeeabd49b0884d2c4f3c","gi|189343017|gb|EU770444.1|","98,718",312,4,0,1,312,345,656,"1,07E-153","556","Arctodiaptomus cf. dorsalis 1 MEG-2008 voucher ZPLMX554 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","V047",83,"Nicaragua","Eukaryota_2759","Arthropoda_6656","Hexanauplia_72037","Calanoida_6833","Diaptomidae_236535","Arctodiaptomus_251514","Arctodiaptomus_dorsalis_251515","wat?m","23V047",83,"Nicaragua","Eukaryota","Metazoa","Arthropoda","Hexanauplia","Calanoida","Diaptomidae","Arctodiaptomus","Arctodiaptomus cf. dorsalis 1 MEG-2008"
"c1d366cc47af394ea1a8804b166b5b2dae3cb3aa","gi|2023366905|gb|MW888785.1|","100",30,0,0,16,45,366,395,"0,005","56,5","Rhyacodrilus sinicus voucher CW0564 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial<>Rhyacodrilus sinicus voucher CW0565 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial<>Rhyacodrilus sinicus voucher CW0566 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","Ni5",22,"Nicaragua","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"soil","21Ni5",22,"Nicaragua","Eukaryota","Metazoa","Annelida","Clitellata","Tubificida","Naididae","Rhyacodrilus","Rhyacodrilus sinicus"
